song_name,popularity,explicit,song_type,release_date_standard,song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
Another Night,25,0,"Solo",1/1/1989,0GTT7x9HY0WYP0E0TkFwRx,148680,9,1,4,0.578,0.6,0.784,0.0000083,0.655,-9.256,0.307,0.877,94.648
Groove Me,58,0,"Solo",6/14/1994,0gtTfaz5zzbJA28Ypu7k0W,184467,11,1,4,0.392,0.913,0.481,0.0000748,0.0279,-8.459,0.0998,0.878,103.62
I'm Not Gonna Miss You,28,0,"Solo",2/1/2015,0gUZy0i1Ah15KTgTcROb1A,177333,7,1,4,0.541,0.455,0.334,0.0000068,0.0914,-10.009,0.029,0.162,126.451
Love Has Finally Come At Last,29,0,Collaboration,1/1/1984,0gVpcSmlnbExtKBDpxlcPF,333920,0,1,4,0.246,0.496,0.701,0.00024,0.175,-8.119,0.0512,0.67,143.69
When We Make Love,39,0,"Solo",5/21/1984,0GvY6UcFIiAt1PkuFCIhJR,216373,7,1,4,0.649,0.481,0.0758,0,0.0859,-23.435,0.0433,0.14,71.892
"Ruby, Baby (Originally Performed by Billy Crash"" Craddock) [Karaoke Version]""",0,0,"Solo",3/7/2014,0Gwoky179lKmqm8HTTsdUK,142783,2,1,4,0.424,0.686,0.681,0.641,0.314,-6.613,0.0273,0.892,126.893
Closer,60,0,"Solo",1/1/2008,0GX5oOKtU0nnx5OkhenW2i,234360,4,0,4,0.0352,0.72,0.755,0.0000222,0.183,-6.403,0.076,0.562,126.023
She's Just My Style,7,0,"Solo",1/1/2010,0gxIjf66kOxZNS3tGIYTjW,174653,9,1,4,0.433,0.516,0.63,0.000007,0.139,-7.59,0.0285,0.842,146.525
Stop And Smell The Roses,33,0,"Solo",1/1/1974,0gXj72vNlNoh7kiC8zPEQp,201600,2,1,4,0.232,0.528,0.421,0,0.159,-16.302,0.0858,0.763,85.449
Something's On Her Mind,4,0,"Solo",1/1/1969,0Gy0lfsMY9QoPLOKJAhk8m,168720,1,1,3,0.285,0.451,0.429,0,0.119,-10.193,0.0334,0.587,110.512
Fire Woman,56,0,"Solo",1/1/1989,0GyJA0Yn0CcqvHKzeKaVhw,311027,7,1,4,0.000272,0.495,0.798,0.000922,0.234,-9.173,0.0387,0.461,132.007
Route 66,20,0,"Solo",1/1/1984,0gzL664PaItwupu0xbSyEV,177307,5,1,4,0.165,0.564,0.312,0,0.0844,-13.583,0.053,0.4,139.683
Beautiful Day,70,0,"Solo",1/1/2000,0gzqZ9d1jIKo9psEIthwXe,248400,11,0,4,0.0154,0.536,0.928,0.00134,0.2,-6.492,0.0589,0.389,136.258
"The Riddler (From Batman Forever"")""",24,1,"Solo",10/24/1995,0GzXo2jahyCJbyTEo5fqCB,213733,10,1,4,0.0571,0.798,0.668,0.00987,0.204,-4.824,0.091,0.438,168.039
Working Class Hero,0,0,"Solo",9/16/2013,0gZyGBO0Zq1EX5gYhToqT3,174240,9,1,4,0.586,0.509,0.627,0,0.114,-5.982,0.0311,0.889,80.74
I'm Comin' Over,68,0,"Solo",11/13/2015,0H04yVa3DJxoXbLBpAb7iV,197280,10,1,4,0.0282,0.575,0.845,0,0.0814,-3.838,0.035,0.376,127.997
Let's Forget About It,12,0,"Solo",1/1/1997,0h1nyHkuaVb9fgClhf1ENx,165827,0,1,4,0.508,0.688,0.786,0.0000617,0.133,-5.044,0.0303,0.638,100.096
If I Had You,55,0,"Solo",11/20/2009,0H1OyEooZ5SzBYYdJEzxoy,228240,4,0,4,0.0113,0.648,0.908,0,0.374,-4.251,0.108,0.793,131.147
Wichita Lineman,34,0,"Solo",1/1/2011,0H1X2br2ZPFznGDtpGpJ11,186667,5,1,4,0.605,0.313,0.403,0.00015,0.129,-12.092,0.0313,0.38,85.487
Going Back To Louisiana,1,0,"Solo",1/4/2011,0h1xP2ZBrq0wWfoA3DuYK8,140227,9,1,4,0.866,0.534,0.677,0.0000244,0.118,-6.361,0.103,0.687,136.744
Sweet Lui-Louise,22,0,"Solo",1/1/1999,0H3lXUnGBGuDsiBU2NUSfL,194973,2,1,4,0.000117,0.518,0.663,0.000641,0.103,-12.73,0.069,0.913,122.668
Immigration Man,32,0,Collaboration,1/1/1972,0h42VIet3DT9QNQzSnILTh,178907,7,1,4,0.25,0.491,0.887,0,0.221,-7.433,0.0449,0.694,87.998
Can This Be Real?,27,0,"Solo",1/1/1974,0H4tjVFyQTABUyYhmy0wsU,208040,8,1,4,0.655,0.435,0.294,0.0000036,0.138,-14.779,0.0315,0.712,178.194
"What A Catch, Donnie",46,0,"Solo",1/1/2008,0h5tb8J4Q9LBbegXrHPvVs,290800,5,1,4,0.0516,0.481,0.69,0.0000019,0.173,-4.177,0.0363,0.459,128.003
Can't Be Friends,55,0,"Solo",9/13/2010,0H6fDB7YaMZe1rXCmATx9l,220373,11,0,4,0.0643,0.451,0.588,0,0.171,-7.973,0.2,0.332,171.849
Ain't Got No Home,0,0,"Solo",7/24/2018,0h732jFC6wukbWbZZuMLT5,189272,2,1,4,0.812,0.568,0.759,0.0000736,0.341,-7.024,0.0614,0.597,125.744
Melanie Makes Me Smile,0,0,"Solo",12/2/2011,0h7A4n6GuZIqCNHiFniWad,204533,2,1,4,0.458,0.795,0.315,0.000123,0.106,-14.378,0.0324,0.796,111.025
At Last,46,0,"Solo",11/28/2008,0h87GbMRuU8ENP8LmdeA22,180707,5,1,3,0.666,0.26,0.26,0.00447,0.175,-10.669,0.0329,0.318,172.655
Legal Tender,41,0,"Solo",4/20/1983,0H949NmTv9xUgMiJpls5f7,220667,11,1,4,0.0248,0.756,0.675,0.00108,0.0714,-7.73,0.0478,0.875,148.049
Sippin’ On Fire,59,0,"Solo",10/14/2014,0H9Q7Vzu8nYRDBZYKbtU8d,193640,10,1,4,0.0051,0.478,0.929,0.0000103,0.348,-3.192,0.032,0.749,142.956
I Like It Like That,10,0,"Solo",1/1/2007,0H9sMfsRU1ecNuXF1Kweh0,186893,9,1,4,0.593,0.76,0.806,0.000125,0.202,-7.286,0.0837,0.822,124.691
You Know Like I Know,18,0,"Solo",1/1/2002,0Ha2rTDmHyIqzQkaqZGIIo,224600,5,1,4,0.501,0.661,0.425,0.00998,0.114,-9.948,0.0254,0.34,95.329
Let A Man Come In And Do The Popcorn (Part 1 And 2),9,0,"Solo",1/1/1970,0hA8G8smCwi1h1nmxyRqT3,430120,1,1,4,0.284,0.637,0.702,0.00043,0.0638,-3.276,0.0632,0.918,98.711
Tell Me Something I Don't Know,50,0,"Solo",8/25/2009,0hB1uwlVqGQCKaFGcTs6Tg,201427,7,0,4,0.0312,0.607,0.94,0,0.105,-3.765,0.111,0.707,144.96
It's My Turn,46,0,"Solo",2/17/1981,0Hb2lKzzpKK4VxwER1fF25,236027,8,1,4,0.401,0.355,0.445,0,0.244,-10.221,0.028,0.357,76.093
Drummer Man,13,0,"Solo",1/1/1996,0hBpAXaXrE3G0eSqHK7OIV,200533,7,1,4,0.0309,0.63,0.635,0.0201,0.0574,-10.131,0.196,0.675,177.373
Once You Hit the Road,0,0,"Solo",3/8/2019,0hbSbEwYsd8Xq8XmDEaVfl,245413,7,1,4,0.0557,0.798,0.609,0.0000391,0.0504,-11.292,0.0336,0.899,116.714
Whole Lotta Love - 1990 Remaster,74,0,"Solo",10/22/1969,0hCB0YR03f6AmQaHbwWDe8,333893,9,1,4,0.0484,0.412,0.902,0.131,0.405,-11.6,0.405,0.422,89.74
Follow You Follow Me - Remaster 2007,57,0,"Solo",4/7/1978,0HdcunWW5FsRqKr3lwJOIo,240991,7,1,4,0.146,0.531,0.747,0.0722,0.07,-9.368,0.0344,0.761,93.559
Wildside,22,0,"Solo",1/1/1991,0hdoFVnG9hJ9nvKyYsYCbR,304560,8,0,4,0.189,0.765,0.322,0.317,0.165,-17.259,0.0708,0.251,105.407
Runaway (In The Style Of Kanye West Featuring Pusha T),0,0,"Solo",10/17/2011,0HdQ1ziXFCx0B1q7ZRa4PL,341304,1,0,4,0.0262,0.591,0.847,0.776,0.0597,-8.262,0.0541,0.233,174.022
Maps,63,0,"Solo",4/29/2003,0hDQV9X1Da5JrwhK8gu86p,219987,7,1,4,0.000413,0.502,0.94,0.542,0.553,-5.178,0.084,0.144,119.762
I Guess I'll Always Love You,36,0,"Solo",1/1/1966,0hEpwU2pp7X1IYc4aIHATE,167933,9,0,4,0.571,0.483,0.533,0,0.823,-8.975,0.0334,0.681,69.306
Crossover,26,1,"Solo",1/1/1999,0hevnMOsDHvJNgLvTbfGAS,228733,8,0,4,0.0383,0.811,0.795,0.0000916,0.183,-5.085,0.265,0.622,101.436
Never Gonna Fall in Love Again,42,0,"Solo",1/1/1975,0heydDe48z4u6n7KNKDHkr,226160,9,1,4,0.778,0.415,0.599,0.0143,0.0908,-7.972,0.0343,0.43,115.979
Is It Something That You've Got,5,0,"Solo",1/1/2001,0HFaTe4HC07svY2efqOYpa,160973,11,1,4,0.133,0.591,0.734,0,0.107,-6.91,0.067,0.932,106.122
Now I Know,6,0,"Solo",1/23/2018,0hfDyQbnvDdRZJsjtwUegG,174521,9,1,4,0.608,0.389,0.565,0.000159,0.185,-8.355,0.0373,0.559,112.199
Boyfriend,42,0,"Solo",1/1/2005,0hfJNGh9nLKhd0RHvpDcUs,179427,1,0,4,0.0312,0.705,0.72,0.0000104,0.0735,-3.22,0.0408,0.943,128.039
Sequel,29,0,"Solo",1/1/1988,0HFW81AR9sO7FiCBy75O5b,398267,9,1,4,0.56,0.57,0.368,0,0.155,-13.054,0.0334,0.445,129.421
Brown Eyed Girl,10,0,"Solo",1/1/1998,0hg46jdDJpzTlHq8vcPmWo,313469,7,1,4,0.774,0.675,0.636,0.00235,0.0964,-9.333,0.126,0.817,136.427
Keepin' Up,24,0,"Solo",5/17/2005,0HgpiaXip83f5BARVLfvu2,185373,4,1,4,0.0272,0.677,0.756,0,0.0981,-7.063,0.0245,0.805,133.921
No Time for Talk,31,0,"Solo",1/1/1983,0HGqR8afdaKuEUUxECHCRD,264000,9,1,4,0.178,0.641,0.642,0.0000462,0.0667,-10.507,0.0442,0.57,98.949
Put A Little Love Away,7,0,"Solo",1/1/1977,0HGw5HSzCZGQg9POwyAMMi,316560,6,1,4,0.145,0.593,0.643,0.00115,0.343,-9.753,0.0318,0.82,140.091
Backfired,14,0,"Solo",8/8/1981,0hhtRtdTDszpG3vFsjBzKB,293467,9,1,4,0.114,0.825,0.705,0.000486,0.0483,-10.721,0.0896,0.853,112.069
Here Comes The Sun,52,0,"Solo",1/1/1990,0hhzJEusz6r7f0eL1Uc8kw,254000,2,1,4,0.803,0.698,0.643,0.0799,0.704,-16.985,0.0649,0.714,128.22
This & That,23,0,"Solo",1/1/1989,0hiMfefSLhzCs2tujQG28n,211400,0,1,4,0.00708,0.713,0.555,0.00219,0.0495,-11.779,0.0524,0.944,112.343
I'm Bad,45,1,"Solo",7/22/1987,0hioWv2FDtVePjHFTwgrf7,279733,2,1,4,0.0011,0.623,0.433,0.0000028,0.408,-15.387,0.245,0.707,179.197
(Sittin' On) The Dock Of The Bay,23,0,"Solo",1/1/1972,0HJ545UgMU7ttqYHFvb6pn,191760,2,1,4,0.828,0.732,0.336,0.000011,0.114,-13.925,0.0357,0.603,110.842
Vaya Con Dios,35,0,"Solo",10/11/1991,0hjCC1uNldl1tMAqvLvyCf,166673,7,1,3,0.796,0.736,0.263,0.0000036,0.103,-9.969,0.0278,0.499,98.333
Muddy Mississippi Line,12,0,"Solo",10/28/2016,0HJd5HwtTzuT5SZQBFzQdA,154389,11,1,4,0.259,0.725,0.585,0.00407,0.153,-13.238,0.0385,0.859,136.914
Wins & Losses,54,1,"Solo",8/4/2017,0hjLM1wMtk27Qd4ZihyHmi,189057,2,1,4,0.0948,0.683,0.854,0,0.267,-3.915,0.196,0.131,92.006
Take A Message,38,0,"Solo",1/1/2002,0hJPZ0v8QxRwGIKiMGKE1G,243867,10,1,4,0.326,0.489,0.62,0.0000019,0.12,-6.696,0.0593,0.592,79.885
My First Day Without Her,1,0,"Solo",1/8/2013,0hjvCgZhljrV01a1Z5FHIJ,180934,6,0,4,0.629,0.261,0.466,0.00124,0.286,-9.897,0.0399,0.394,170.432
Luv U Better,49,0,"Solo",10/8/2002,0HJYzGavqzjiKMmm4F0UZv,287000,6,1,4,0.218,0.646,0.812,0,0.299,-3.932,0.254,0.694,95.014
Ours,50,0,"Solo",1/1/2010,0hK93KD6Y0j9giUGh4Valj,238173,0,1,4,0.557,0.614,0.562,0,0.0865,-7.297,0.0284,0.24,159.858
Life Is A Highway,62,0,"Solo",1/1/1992,0hKF8N8aflF1uDzEEnPr2j,266560,5,1,4,0.0681,0.683,0.751,0.0000084,0.248,-10.184,0.0346,0.841,103.036
Shining Down (feat. Matthew Santos),36,1,Collaboration,7/7/2009,0hkRONsyMGzkhJGc56L5v0,274107,0,1,4,0.00667,0.371,0.914,0,0.265,-3.413,0.0826,0.646,144.887
I Can't Leave You Alone,26,0,"Solo",1/1/2001,0HKT7gFCJqb2vvUNsyJkGJ,188827,0,1,4,0.211,0.736,0.646,0.0287,0.0978,-10.483,0.0273,0.864,111.907
Just Seventeen,6,0,Collaboration,3/14/1970,0HLPvnTJQ5VGBK6hgzxYFG,229533,11,0,4,0.00318,0.331,0.896,0.331,0.0866,-6.629,0.0992,0.559,102.088
Who Says,67,0,"Solo",11/13/2009,0HLWvLKQWpFdPhgk6ym58n,175480,2,1,4,0.267,0.584,0.509,0.00252,0.36,-13.109,0.0287,0.367,90.457
History,71,0,"Solo",11/13/2015,0HMjXBAZmSYOTTi33WpMso,187427,11,1,4,0.0352,0.655,0.699,0,0.064,-4.421,0.0493,0.802,86.704
Lemonade,47,1,"Solo",12/7/2009,0hmQY8NW6hNQWfkvZsa1e9,246013,7,1,4,0.643,0.741,0.658,0.0000034,0.307,-7.758,0.0853,0.746,142.057
Any Way That You Want Me,15,0,"Solo",10/8/1969,0Hn2czXxRzvTHPshSNpXgT,217973,7,1,4,0.232,0.325,0.562,0.000163,0.138,-6.099,0.0489,0.378,168.935
Hit 'Em up Style (Oops!),53,0,"Solo",6/11/2003,0ho4ac5tM9CNcmeIElhadF,250493,5,0,4,0.173,0.698,0.722,0,0.289,-5.319,0.0799,0.67,90.116
Groovy Situation,5,0,"Solo",1/27/2010,0hO4Yp4hov4FydlpGvxjo0,167707,5,1,4,0.0817,0.702,0.55,0.0000904,0.0313,-13.913,0.0559,0.706,92.377
The Sun Always Shines on T.V.,58,0,"Solo",6/1/1985,0HoaLXRp7jJtdQFunUyUGc,302400,9,0,4,0.0534,0.494,0.839,0.0706,0.253,-8.79,0.0647,0.219,126.329
Reminiscing,31,0,"Solo",10/1/2016,0holuaCbiF0rV8TxKcuota,281173,7,1,4,0.537,0.685,0.524,0.0000398,0.0787,-10.082,0.031,0.305,95.047
I'll Be Around,34,0,Collaboration,5/2/2005,0HOtz2C7sq8gDja5Go0lXl,208507,7,0,4,0.181,0.809,0.883,0.000002,0.15,-4.07,0.0368,0.87,115.012
TiK ToK,76,0,"Solo",1/1/2010,0HPD5WQqrq7wPWR7P7Dw1i,199693,2,0,4,0.0991,0.755,0.837,0,0.289,-2.718,0.142,0.714,120.028
High School Dance,6,0,"Solo",11/9/1976,0HPMybrubLvT9pWJWRrKUE,228267,1,1,4,0.0577,0.891,0.909,0.0238,0.074,-10.026,0.0668,0.941,136.333
Greased Lightnin',58,0,Collaboration,6/1/2018,0hq5mE9kYU4Sy2PpdZwGol,194467,0,1,4,0.144,0.579,0.849,0.0285,0.0739,-10.658,0.104,0.926,159.94
On a Carousel,2,0,"Solo",1/1/1981,0HqFLSXWRpQGEF0KYKFInX,199784,11,1,4,0.0646,0.447,0.58,0.000295,0.613,-7.836,0.0368,0.605,120.56
It's Your Body - Mario Winans Remix,20,0,Collaboration,1/11/2005,0hQNOnUWNxPLH4Tcv4rUUy,258827,0,1,4,0.172,0.701,0.621,0,0.308,-7.726,0.0408,0.594,124.407
How Do You Feel The Morning After,9,0,"Solo",3/25/2013,0hqrrD0MKbPqetb5nW1WR4,179453,8,1,4,0.631,0.39,0.475,0,0.365,-11.564,0.0706,0.43,145.538
"Easy Come, Easy Go",47,0,"Solo",1/1/1993,0hqXlHVE94CTwXXWRdikbY,184960,2,1,4,0.607,0.822,0.374,0.00265,0.0608,-14.982,0.0329,0.758,106.659
Take the Short Way Home,9,0,"Solo",7/15/2016,0HQYnmnNd1gjtnasqKC0Jn,233520,5,1,4,0.192,0.728,0.771,0.0000167,0.609,-5.399,0.0715,0.937,102.828
The Sign,67,0,"Solo",1/1/1993,0hrBpAOgrt8RXigk83LLNE,191240,4,0,4,0.00928,0.808,0.786,0.0701,0.0574,-6.897,0.0447,0.899,96.987
I'd Lie For You (And That's The Truth),43,0,"Solo",1/1/1995,0hrh211HEFDbqIpG6znlwQ,401053,2,1,4,0.553,0.418,0.596,0,0.224,-8.814,0.0368,0.283,171.025
Hooch,41,0,"Solo",4/21/2006,0hRK7UKSKVS5a18mxYT6pO,219844,4,1,4,0.032,0.69,0.803,0.0000201,0.0676,-6.549,0.0354,0.602,95.959
She's Mine Pt. 1,60,1,"Solo",12/9/2016,0HtOJj7Kl74s1Ngf3MWeif,209080,2,1,4,0.776,0.435,0.202,0.0976,0.245,-15.097,0.0702,0.0429,139.574
Have I Told You Lately,18,0,"Solo",11/30/2016,0HTsYQlYy6Pdh7TR7uAwcU,337888,8,1,4,0.726,0.441,0.356,0,0.916,-16.248,0.195,0.504,112.272
Don't Let It End,40,0,"Solo",1/1/1983,0huaODTI1xKsfJJk8EJEkf,296107,1,1,4,0.344,0.414,0.228,0.0000089,0.0762,-14.504,0.0315,0.164,112.891
Leavin',22,0,"Solo",1/1/1993,0hUcwyaNHdR9961jFWrIoX,315827,2,1,4,0.337,0.598,0.814,0,0.492,-8.426,0.0771,0.716,186.021
Pretty Girls,6,0,"Solo",9/14/2018,0hujWZt6bmQJawM9PQWVHR,233080,1,1,4,0.171,0.687,0.918,0.000586,0.33,-4.767,0.0498,0.859,122.725
Jacob's Ladder,34,0,"Solo",1/1/1986,0huRoriGPIi0vSHFV2f3C9,213760,10,1,4,0.0147,0.671,0.579,0,0.116,-13.021,0.0293,0.659,117.68
I'm a Nut,0,0,"Solo",3/30/2015,0HUXNNP8y5gEnG17VMdU09,157830,2,1,4,0.336,0.885,0.575,0.00032,0.125,-13.781,0.116,0.882,118.714
Space Race,9,0,"Solo",1/21/2019,0HVL6pM5NkCuQOUXV0h36v,208747,11,0,4,0.0575,0.629,0.823,0.727,0.0479,-8.358,0.0532,0.642,107.572
Can't Wait Another Minute,6,0,"Solo",9/25/2004,0hvqQfHEJG2uMr8drURdI8,270413,7,1,4,0.0238,0.671,0.843,0.000074,0.171,-6.771,0.0655,0.54,107.09
Mad Izm,39,1,"Solo",1/1/1995,0hvxqftYCZT406ElE03giM,255533,11,0,4,0.00683,0.901,0.664,0.00417,0.0988,-10.219,0.271,0.833,96.009
E-Pro,41,0,"Solo",1/1/2005,0HW0aSeNZ5nfLK2GdWNMDc,202360,9,1,4,0.0014,0.623,0.958,0.131,0.0921,-6.264,0.0752,0.716,95.772
Sad Girl,5,0,"Solo",1/1/1999,0hWkB6JlKWvW8r0IWUntDv,189027,10,1,3,0.507,0.471,0.497,0.0000105,0.106,-10.099,0.0423,0.36,172.061
Runaway Love (feat. FMob) - EP Version,21,0,Collaboration,9/21/1993,0hXIFvu87dKASGvaLazAjf,299933,1,1,4,0.00588,0.725,0.581,0.0578,0.0571,-7.619,0.0488,0.827,98.008
The Sound of My Tears,9,0,"Solo",1/1/1995,0HxnxjgFTmj1MZYOUj8Sq1,291573,4,1,4,0.444,0.704,0.564,0.00384,0.111,-8.191,0.0686,0.338,145.996
So Wrong,11,0,"Solo",1/1/1983,0Hxqin6Aq1lnnjRRXML8T1,200413,4,0,4,0.177,0.671,0.902,0.0000465,0.0482,-7.085,0.0717,0.889,117.133
Tha Hop,6,1,"Solo",8/19/1997,0hyJHL9VTqHn5VheJDFeRE,253333,4,1,4,0.00101,0.856,0.963,0.0259,0.492,-8.084,0.0587,0.964,136.533
Baby Love,48,0,"Solo",1/1/1977,0hyZgl8tHThlycPEVwBpax,262827,5,1,4,0.0784,0.587,0.783,0.0000223,0.783,-8.608,0.0722,0.956,92.059
Breakfast For Two,14,0,"Solo",1/1/1975,0hZ3JWdTLt6nghIloAyIHM,285760,11,0,4,0.373,0.351,0.293,0.00028,0.0888,-19.328,0.0378,0.399,95.201
Jar of Hearts,71,0,"Solo",5/10/2011,0HZhYMZOcUzZKSFwPOti6m,246587,3,1,4,0.726,0.349,0.348,0,0.12,-6.142,0.0316,0.0886,74.541
Sara,54,0,"Solo",9/10/1985,0HzjKCZmFhwcO2vnnHpj9q,292800,10,1,4,0.352,0.642,0.805,0.000001,0.118,-5.675,0.0336,0.365,100.273
Aquarius / Let the Sunshine In (The Flesh Failures) [Remastered],54,0,"Solo",3/23/2000,0HZlND4giwzgolBpaNIRGV,289293,7,1,4,0.446,0.293,0.74,0.00151,0.0998,-6.098,0.0399,0.516,118.23
Reach (NBC Olympic Version),40,0,"Solo",5/8/1996,0i00AL9toLfJeb4VlWLvSi,230133,5,0,4,0.314,0.451,0.832,0,0.0722,-5.371,0.0429,0.435,156.104
Tonight Tonight,24,0,"Solo",1/1/1981,0I0amNLBcG17z1sZr6kT0W,227360,5,1,4,0.508,0.419,0.348,0.0000014,0.164,-13.032,0.0342,0.222,133.957
Fields Of Gold,66,0,"Solo",3/9/1993,0I1DJdLt9BKOb7GWmWxCjo,222120,2,1,4,0.372,0.651,0.339,0.0141,0.0739,-11.917,0.0246,0.32,103.996
Black Pearl,28,0,"Solo",1/1/1969,0I1M0ETI5gHAHe2dwrdrlm,207227,2,1,4,0.769,0.382,0.77,0.304,0.606,-5.899,0.0329,0.793,95.871
Right Place Wrong Time,56,0,"Solo",1/1/1973,0I2ELF6uHlL4ABu9aFiou7,175240,1,1,4,0.0923,0.789,0.494,0.000408,0.144,-13.702,0.0456,0.826,104.593
Float On,42,0,"Solo",1/1/2007,0i38ukkDaXt4bCP0osIbz0,250120,7,1,4,0.285,0.609,0.665,0.0000016,0.0519,-9.866,0.0312,0.874,96.98
Ms. Jackson,76,1,"Solo",10/31/2000,0I3q5fE6wg7LIfHGngUTnV,270507,4,0,4,0.142,0.843,0.805,0,0.0771,-5.946,0.269,0.615,94.946
Chain Gang Medley,30,0,"Solo",9/19/1995,0I4NBICw3ljkcXuzYTAsTj,280360,4,1,4,0.667,0.468,0.341,0.000093,0.177,-14.555,0.0393,0.594,136.639
Crimson and Clover,56,0,"Solo",1/1/1989,0I4yYE831a8SW8QIx6bz4x,209640,11,1,4,0.235,0.408,0.692,0.0255,0.197,-9.478,0.0685,0.684,82.499
Deep Purple,15,0,"Solo",12/2/1976,0i5HtqKaBgIpAC7N0kknqu,170653,7,1,4,0.466,0.515,0.764,0,0.11,-4.73,0.0304,0.707,132.909
Is It Me?,0,0,"Solo",9/7/2012,0I5p3Fb1twQaFihIH9xuwb,210053,6,1,4,0.402,0.699,0.442,0,0.124,-7.173,0.0288,0.901,93.917
Show Me,20,0,"Solo",10/26/1987,0I6s2DkUYwO6JIremD8qBr,248333,0,1,4,0.00148,0.541,0.797,0.12,0.112,-11.713,0.0415,0.634,139.342
Special Way,31,0,"Solo",11/3/1986,0i74hCilU2AmXjYSbr2N6B,327800,6,1,4,0.0313,0.628,0.186,0.000232,0.0742,-19.648,0.0355,0.15,76.009
Hang On Sloopy,53,0,"Solo",6/6/1995,0i7O5MtSTXvR4BEY7stpjF,231800,7,1,4,0.167,0.764,0.516,0,0.0723,-12.099,0.0334,0.936,115.255
Storm Warning,33,0,"Solo",1/1/2011,0I8Vu79U5HAQhX7gFg4mgt,239907,2,1,4,0.0331,0.483,0.843,0,0.134,-5.62,0.0835,0.772,185.998
It Don't Hurt Like It Used To,66,0,"Solo",6/2/2015,0iA1unTbTbDOWUSlbwJ1pS,184506,3,1,4,0.083,0.503,0.824,0,0.21,-4.039,0.0524,0.448,161.981
Louie Louie,66,0,"Solo",1/31/2006,0iA3xXSkSCiJywKyo1UKjQ,165381,1,0,4,0.102,0.623,0.709,0,0.0967,-9.818,0.0636,0.948,122.394
Baby Talks Dirty,5,0,"Solo",1/1/2002,0IaM6r4ZBQzStfDgy3CiXz,248973,0,1,4,0.00017,0.474,0.971,0.000246,0.772,-6.029,0.0813,0.544,148.478
Again,56,0,"Solo",5/18/1993,0IaMMHVbpJ0LrRAeigWOXr,227133,0,1,4,0.882,0.358,0.287,0.00607,0.186,-9.51,0.0303,0.189,130.128
My baby mama,1,0,"Solo",4/10/2012,0Ib6Harf3hHKOwXGeHaM5O,250973,2,1,4,0.114,0.688,0.519,0,0.0565,-8.629,0.0421,0.385,124.125
Around the World (La La La La La) - Radio Version,62,0,Collaboration,1/1/2000,0IbTukfZdB91gclEXUQZkH,214533,9,0,4,0.146,0.619,0.974,0.00162,0.132,-7.039,0.0277,0.701,131.963
In Your Room,33,0,"Solo",1/1/1988,0iCaGZcjghUfh3PAIzPlyn,207533,5,1,4,0.0137,0.612,0.585,0.0068,0.0635,-11.931,0.0337,0.799,149.2
Mini-Skirt Minnie,6,0,"Solo",10/30/2007,0Ichp2mLuTOzO5A5qRdSO2,180040,9,1,4,0.208,0.685,0.502,0.000144,0.043,-15.063,0.0608,0.836,97.712
Seasons,12,0,"Solo",3/18/1980,0ICuNLc9WmLldoXxMlVZFJ,205067,7,0,4,0.679,0.339,0.387,0.0000277,0.116,-11.65,0.0349,0.614,76.668
If You Were Mine,19,0,"Solo",1/13/2014,0ICuq5hzkW5rheJZxnjFnS,209499,9,1,4,0.253,0.609,0.49,0,0.116,-10.768,0.0378,0.399,80.11
Easy To Love,35,0,"Solo",1/1/1977,0IcUT7lGu4jO06hIQeybIi,223093,9,0,4,0.0242,0.668,0.787,0.127,0.0324,-6.224,0.0558,0.777,96.478
Do You Know (What It Takes),39,0,"Solo",10/13/1995,0idCpkJ2pspfAILbanmERu,221293,3,0,4,0.00465,0.635,0.74,0.0152,0.129,-4.439,0.0355,0.857,200.102
Redneck Friend,18,0,"Solo",1/1/2008,0Idxq1IPvjjctgd7lRxSBh,271013,3,1,4,0.809,0.496,0.464,0.0000742,0.705,-9.221,0.0665,0.625,152.614
It's Goin' Down,0,1,Collaboration,3/24/2017,0iElCFmbU4NatTWjqsct7X,241840,1,0,4,0.0986,0.888,0.577,0,0.131,-7.702,0.0612,0.609,84.003
The Loneliest Night,0,0,"Solo",9/1/2010,0IenVuQhHGEXycoBh1TQZz,141080,10,1,4,0.748,0.35,0.321,0,0.0964,-8.782,0.03,0.516,76.464
Evil,31,0,"Solo",5/1/1973,0IFbyuvJUXroM8UkZ2Pnsk,300813,7,1,4,0.449,0.738,0.666,0.00615,0.063,-10.918,0.0418,0.889,120.207
To Susan On The West Coast Waiting,22,0,"Solo",8/11/1969,0Ifdz8UB0BV0ky73ezJTkv,192360,0,1,4,0.257,0.62,0.103,0.807,0.167,-24.071,0.0569,0.791,109.301
Play Something Sweet (Brickyard Blues),20,0,"Solo",12/7/1993,0IFgQXrTDhWHDPsAZRH9og,291240,11,1,4,0.206,0.566,0.607,0,0.223,-9.962,0.0367,0.961,110.301
A Lonely Night,63,0,"Solo",11/25/2016,0ifooM33X1iBxVYyOkSbXW,220173,7,0,4,0.0431,0.853,0.663,0.0000087,0.0891,-6.955,0.0755,0.864,113.999
The Voice,40,0,"Solo",5/15/1981,0iGNd4z2m80OjE2JcWmBSs,316560,0,1,4,0.076,0.439,0.831,0.000462,0.127,-8.116,0.045,0.58,152.334
